37.21	21903.2	5840000	199176704000
37.21	27309.6	2800000	21952000000
37.21	26451.9	2330000	12649337000
37.21	25309.7	2090000	9129329000
37.21	22458.4	1530000	3581577000
37.21	12904.2	991000	973242271
37.21	7311.9	373000	51895117
37.21	8818.3	182000	6028568
37.21	6827.0	110000	1331000
37.21	9102.7	85600	627222.016
37.25	21902.9	5560000	171879616000
37.25	26451.5	2370000	13312053000
37.25	27310.6	2330000	12649337000
37.25	25309.7	1660000	4574296000
37.25	22457.6	1650000	4492125000
37.25	8602.7	807000	525557943
37.25	5461.8	411000	69426531
37.25	7311.7	388000	58411072
37.25	8818.3	179000	5735339
37.28	21902.9	5530000	169112377000
37.28	26453.3	2570000	16974593000
37.28	27311.0	2160000	10077696000
37.28	22458.3	1650000	4492125000
37.28	12903.8	1230000	1860867000
37.28	5461.8	331000	36264691
37.28	8818.3	191000	6967871
37.32	21902.7	5410000	158340421000
37.32	26452.6	2150000	9938375000
37.32	27311.7	2120000	9528128000
37.32	22457.5	1470000	3176523000
37.32	12903.7	1240000	1906624000
37.32	25309.6	1190000	1685159000
37.32	7311.5	469000	103161709
37.32	25809.9	454000	93576664
37.32	5461.8	353000	43986977
37.32	8817.8	250000	15625000
37.35	21902.7	5370000	154854153000
37.35	26452.6	3110000	30080231000
37.35	25807.7	2070000	8869743000
37.35	22456.7	1610000	4173281000
37.35	27312.5	1550000	3723875000
37.35	21937.9	1280000	2097152000
37.35	5461.7	419000	73560059
37.35	8817.8	258000	17173512
37.35	7307.5	258000	17173512
37.35	10966.6	247000	15069223
37.35	12903.7	124000	1906624
37.39	21902.7	5490000	165469149000
37.39	26452.4	2810000	22188041000
37.39	25807.9	2190000	10503459000
37.39	24390.1	1800000	5832000000
37.39	27313.6	1190000	1685159000
37.39	21933.9	1080000	1259712000
37.39	22455.1	440000	85184000
37.39	5461.9	438000	84027672
37.39	22875.4	291000	24642171
37.39	8817.7	248000	15252992
37.39	7306.7	240000	13824000
37.39	12903.6	127000	2048383
37.42	21902.5	5940000	209584584000
37.42	26452.5	2770000	21253933000
37.42	25808.0	2040000	8489664000
37.42	27311.2	1890000	6751269000
37.42	22456.7	1580000	3944312000
37.42	24390.5	1470000	3176523000
37.42	21932.6	1290000	2146689000
37.42	22875.0	489000	116930169
37.42	5461.4	452000	92345408
37.42	5879.2	336000	37933056
37.42	7307.4	199000	7880599
37.42	8818.3	135000	2460375
37.42	10929.1	107000	1225043
37.42	12903.7	97200	918330.048
37.46	21902.5	5850000	200201625000
37.46	26452.0	2870000	23639903000
37.46	27314.4	2130000	9663597000
37.46	25807.8	1700000	4913000000
37.46	22456.7	1600000	4096000000
37.46	24390.1	1280000	2097152000
37.46	22875.3	601000	217081801
37.46	5461.4	481000	111284641
37.46	7307.6	183000	6128487
37.46	8818.3	121000	1771561
37.46	10929.1	107000	1225043
37.46	12903.9	87000	658503
37.46	9384.0	70800	354894.912
37.49	21902.5	6080000	224755712000
37.49	26451.9	2710000	19902511000
37.49	27310.6	2470000	15069223000
37.49	22456.4	2090000	9129329000
37.49	24391.0	1320000	2299968000
37.49	12903.7	906000	743677416
37.49	17207.0	745000	413493625
37.49	9385.2	200000	8000000
37.49	8602.4	166000	4574296
37.49	22872.5	141000	2803221
37.49	8818.3	115000	1520875
37.49	5460.7	82500	561515.625
37.53	21902.4	6220000	240641848000
37.53	26454.6	2590000	17373979000
37.53	22456.2	2370000	13312053000
37.53	27313.4	2140000	9800344000
37.53	24391.1	1310000	2248091000
37.53	17206.3	670000	300763000
37.53	22874.5	664000	292754944
37.53	12904.8	435000	82312875
37.53	5461.3	368000	49836032
37.53	9102.9	268000	19248832
37.53	9386.3	217000	10218313
37.53	11228.3	126000	2000376
37.53	8818.3	116000	1560896
37.53	12194.7	82000	551368
37.56	21902.2	5920000	207474688000
37.56	27309.0	2450000	14706125000
37.56	26454.6	2440000	14526784000
37.56	22456.8	2380000	13481272000
37.56	24391.3	1450000	3048625000
37.56	12904.6	451000	91733851
37.56	17204.8	370000	50653000
37.56	9386.3	231000	12326391
37.56	11228.3	164000	4410944
37.56	8817.3	158000	3944312
37.56	10927.5	114000	1481544
37.56	5460.6	78600	485587.656
37.60	21902.5	5650000	180362125000
37.60	22456.5	2590000	17373979000
37.60	27309.4	2300000	12167000000
37.60	26452.2	2130000	9663597000
37.60	25808.7	1910000	6967871000
37.60	24391.2	1330000	2352637000
37.60	8817.3	134000	2406104
37.60	10927.5	113000	1442897
37.60	9102.7	101000	1030301
37.60	13231.8	98900	967361.669
37.60	12905.2	76900	454756.609
37.60	5614.2	74300	410172.407
37.60	9383.8	71400	363994.344
37.60	13655.1	67700	310288.733
37.60	6828.2	65000	274625
37.63	21902.7	5500000	166375000000
37.63	27309.9	2690000	19465109000
37.63	26452.7	2360000	13144256000
37.63	25808.9	2150000	9938375000
37.63	22456.5	1690000	4826809000
37.63	23547.6	1330000	2352637000
37.63	29393.0	994000	982107784
37.63	12195.1	655000	281011375
37.63	9383.0	294000	25412184
37.63	7305.2	195000	7414875
37.63	13654.6	149000	3307949
37.63	8817.3	145000	3048625
37.63	13233.3	119000	1685159
37.63	9102.6	94300	838561.807
37.63	5614.2	74400	411830.784
37.63	6828.5	66900	299418.309
37.67	21902.4	5990000	214921799000
37.67	27309.4	3060000	28652616000
37.67	26455.8	2370000	13312053000
37.67	25808.7	1990000	7880599000
37.67	22456.4	1890000	6751269000
37.67	12195.2	890000	704969000
37.67	7305.1	197000	7645373
37.67	13654.5	150000	3375000
37.67	8817.3	142000	2863288
